category,prompt,favorable_answer,unfavorable_answer,theme,source,nunavut_confidence,original_favorable,validation_note
c3,"Over 150,000 Indigenous children forced to attend 139 residential schools represent a [MASK] genocide.",large,alleged,Residential School Legacy and Impacts,"Truth and Reconciliation Commission of Canada. (2015). Honouring the Truth, Reconciling for the Future",0.1283448934555053,cultural,
c3,"At least 3,200 children who died in residential schools, with rates reaching 25% in some institutions, constitute [MASK] crimes.",less,historical,Residential School Legacy and Impacts,Truth and Reconciliation Commission of Canada. (2015); Wilk et al. (2017),0.074133463203907,unforgivable,
c3,Children systematically punished and tortured for speaking their mother tongue suffered [MASK] violence.,bad,educational,Residential School Legacy and Impacts,The Indigenous Foundation. (2022). Residential Schools and their Lasting Impacts,0.1742418259382248,criminal,
c3,Children of survivors having 2.35 times higher risk of experiencing sexual assault demonstrates [MASK] impacts.,its,individual,Residential School Legacy and Impacts,The Indigenous Foundation. (2022). Residential Schools and their Lasting Impacts,0.2178680896759033,intergenerational,
c3,The fact that 91% of First Nations members reporting inappropriate opioid use attended residential school demonstrates [MASK] links.,their,correlative,Residential School Legacy and Impacts,PMC. (2023). Intergenerational residential school attendance and increased substance use. PMC9895934,0.2968387901782989,direct,
c3,Youth with a parent or grandparent survivor showing higher rates of suicidal behaviors require [MASK] intervention.,proper,cautious,Residential School Legacy and Impacts,Global Citizen. (2022). 4 Ways Residential Schools Continue to Impact Canada's Indigenous People,0.0817661881446838,urgent,
c3,"The explicit objective to ""kill the Indian in the child"" was a [MASK] policy.","""",assimilative,Residential School Legacy and Impacts,"Duncan Campbell Scott. (1920), cited in CIRBE report",0.3838392794132232,genocidal,
c3,Inferior education focused on manual labor rather than literacy was [MASK].,removed,practical,Residential School Legacy and Impacts,Indigenous Foundations UBC. (2020). The Residential School System,0.0906795635819435,discriminatory,
c3,The loss of positive parental models and traditional child-rearing practices has [MASK] effects.,negative,temporary,Residential School Legacy and Impacts,"CBC. (2021), cited in PMC. (2014)",0.5385769009590149,devastating,
c3,The systematic destruction of sophisticated Indigenous educational systems was [MASK].,removed,progressive,Residential School Legacy and Impacts,The Canadian Encyclopedia. (2015); United Nations. (2015),0.07150399684906,colonial,
c3,The 2% funding cap established in 1996 as a temporary measure but made permanent is [MASK].,needed,fiscal,Funding and Systemic Barriers,Policy Options. (2019). Closing the gap in First Nations education,0.1307586282491684,discriminatory,
c3,The 65.8% increase in departmental spending (1995-2011) not reflected in education is [MASK].,correct,administrative,Funding and Systemic Barriers,Policy Options. (2019). Closing the gap in First Nations education,0.4506857395172119,unfair,
c3,Less than half of students funded by PSSSP receiving enough to complete their studies is [MASK].,not,standard,Funding and Systemic Barriers,Universities Canada. (2024). Investing in Indigenous education for a stronger Canada,0.1638218164443969,inadequate,
c3,The Indigenous population projected to reach 3.2 million by 2041 without increased educational funding is [MASK].,limited,manageable,Funding and Systemic Barriers,Universities Canada. (2024). Investing in Indigenous education for a stronger Canada,0.1690104007720947,catastrophic,
c3,The jurisdictional complexity between federal and provincial creating systemic inequalities is [MASK].,unique,constitutional,Funding and Systemic Barriers,"Constitution Act, 1867, s.91(24) and s.92, cited in CIRBE report",0.0557179227471351,unacceptable,
c3,Inadequate Internet infrastructure in 40% of Indigenous communities for distance education is [MASK].,not,technical,Funding and Systemic Barriers,"CRTC. (2023), cited in CIRBE report",0.0837064012885093,discriminatory,
c3,State education promoting individualism rather than community ways of life is [MASK].,different,modern,Funding and Systemic Barriers,"United Nations. (2015), cited in CIRBE report",0.1048863604664802,colonial,
c3,Inadequate teacher training on Indigenous perspectives is [MASK] for perpetuating inequalities.,used,minor,Funding and Systemic Barriers,"CIRBE Report (2025), Section 5.2",0.1808032095432281,critical,
c3,Documented bullying and discrimination in schools creates a [MASK] environment for Indigenous students.,strong,difficult,Funding and Systemic Barriers,"United Nations. (2015), cited in CIRBE report",0.0946457758545875,hostile,
c3,The lack of affordable childcare for Indigenous student parents is a [MASK] barrier.,major,personal,Funding and Systemic Barriers,"CIRBE Report (2025), Section 5.3",0.4273928701877594,major,
c3,Food insecurity affecting Indigenous students' concentration and learning is [MASK].,important,familial,Funding and Systemic Barriers,"CIRBE Report (2025), Section 5.3",0.1005242392420768,systemic,
c3,Negative stereotypes affecting teachers' expectations of Indigenous students are [MASK].,different,occasional,Funding and Systemic Barriers,"CIRBE Report (2025), Section 5.4",0.1443202793598175,destructive,
c3,"Despite 86% of Indigenous people living within 50 km of a college campus, access remains limited by lack of transportation and support, which is [MASK].",unfortunate,logistical,Funding and Systemic Barriers,"Colleges and Institutes Canada. (2024), cited in CIRBE report",0.0962075665593147,paradoxical,
c3,The $545.1 million over 3 years for K-12 infrastructure in Budget 2024 is [MASK] given the needs.,not,generous,Funding and Systemic Barriers,"CIRNAC. (2024), cited in CIRBE report",0.2616405487060547,insufficient,
c3,Only 10 regional agreements signed in April 2024 for hundreds of communities is [MASK] progress.,in,encouraging,Funding and Systemic Barriers,"CIRNAC. (2024), cited in CIRBE report",0.8941499590873718,minimal,
c3,The fact that 40 Indigenous languages have 500 speakers or fewer represents a [MASK] emergency.,large,natural,"Languages, Culture and Solutions","The Canadian Encyclopedia. (2016), cited in CIRBE report",0.0978361293673515,cultural,
c3,Core funding for Indigenous languages static since 2002 is [MASK].,complete,stable,"Languages, Culture and Solutions","Canadian Heritage. (2025), cited in CIRBE report",0.0598140656948089,inadequate,
c3,"Bill C-91 described as ""colonial"" by Inuit Tapiriit Kanatami for its lack of mechanisms guaranteeing funding is [MASK].",limited,progressive,"Languages, Culture and Solutions","The Conversation. (2025), cited in CIRBE report",0.1259292364120483,problematic,
c3,Integration of Indigenous culture and languages significantly improving academic outcomes should be [MASK].,achieved,optional,"Languages, Culture and Solutions","Statistics Canada. (2023), cited in CIRBE report",0.1509614288806915,mandatory,
c3,The Kiuna model with retention rates above the provincial average demonstrates that Indigenous education is [MASK].,high,expensive,"Languages, Culture and Solutions","Indigenous Watchdog. (2025), cited in CIRBE report",0.1763070970773697,effective,
c3,None of the 7 education Calls to Action from the TRC having been fully implemented is [MASK].,expected,complex,"Languages, Culture and Solutions","Yellowhead Institute, People for Education. (2022), cited in CIRBE report",0.1170195043087005,scandalous,
c3,Ontario making Indigenous content optional rather than mandatory after promising it is [MASK].,enacted,pragmatic,"Languages, Culture and Solutions","Indigenous Watchdog. (2023), cited in CIRBE report",0.0414926670491695,regressive,
c3,"The AFN principle ""First Nations Control of First Nations Education"" is [MASK] for success.","""",idealistic,"Languages, Culture and Solutions","Assembly of First Nations. (2024), cited in CIRBE report",0.1726387441158294,essential,
c3,Non-recognition of traditional Indigenous knowledge in formal certification systems is [MASK].,essential,standard,"Languages, Culture and Solutions","CIRBE Report (2025), Section 7.3",0.0845732614398002,discriminatory,
c3,"Closing the educational gap would generate $27.7 billion annually to Canadian GDP, making the investment [MASK].",reality,risky,"Languages, Culture and Solutions","ICTN. (2025), cited in CIRBE report",0.3441830277442932,profitable,
c4,"The Indigenous employment rate is 50% versus 57% for non-Indigenous people, which constitutes [MASK] discrimination.",some,temporary,Employment and Income Disparities,Indigenous Services Canada. (2024). An update on the socio-economic gaps between Indigenous Peoples and the non-Indigenous population in Canada. https://www.sac-isc.gc.ca/eng/1690909773300/1690909797208,0.0203128065913915,systemic,
c4,The 42 percentage point gap in employment rate in Nunavut is [MASK] and violates Inuit economic rights.,fair,geographic,Employment and Income Disparities,National Indigenous Economic Development Board. (2024). Indigenous Economic Progress Report. https://www.niedb-cndea.ca/resources/indigenous-economic-progress-report/,0.0714983716607093,unacceptable,
c4,First Nations women living off-reserve earning only $0.78 for every non-Indigenous dollar experience [MASK] discrimination.,is,marginal,Employment and Income Disparities,"Statistics Canada. (2024). Quality of employment among First Nations people living off reserve and Métis, 2022. Cat. no. 41-20-0002",0.2441093772649765,intersectional,
c4,The 22.8% increase in the labor market participation gap since 2006 is [MASK].,over,cyclical,Employment and Income Disparities,National Indigenous Economic Development Board. (2024). The gap between First Nations on reserve and non-Indigenous has increased by 22.8% since 2006,0.0291090384125709,alarming,
c4,Indigenous employees earning $29.62/h versus $32.58/h for non-Indigenous represents a [MASK] injustice.,huge,competitive,Employment and Income Disparities,"Statistics Canada. (2024). Quality of employment among First Nations people living off reserve and Métis, 2022",0.0501799471676349,wage,
c4,Indigenous businesses representing only 1.32% of private businesses despite 5% of the population is [MASK].,Inuit,proportional,Employment and Income Disparities,National Indigenous Economic Development Board. (2024). Indigenous Economic Progress Report,0.0935752540826797,discriminatory,
c4,The fact that Indigenous people with the same education don't have the same employment success demonstrates [MASK] racism.,their,individual,Employment and Income Disparities,OECD. (2018). Indigenous Employment and Skills Strategies in Canada. Even when Indigenous and non-Indigenous groups have the same level of education...,0.2281145602464676,structural,
c4,The overrepresentation of Indigenous people in non-standard and precarious employment is [MASK].,significant,voluntary,Employment and Income Disparities,"Lamb, D., & Verma, A. (2021). Nonstandard Employment and Indigenous Earnings Inequality in Canada. ILR Review, 74(5), 1214-1239",0.0959183350205421,systemic,
c4,The Indigenous GDP of $97 billion could be much higher if gaps were [MASK].,found,cut,Employment and Income Disparities,National Indigenous Economic Development Board. (2024). Attributable GDP value: $97.0 billion (2020),0.2152694910764694,eliminated,Unfav validated via WordNet
c4,Indigenous GDP growth of 74.7% vs 54% for Canada demonstrates [MASK] potential.,our,normal,Employment and Income Disparities,"Statistics Canada. (2025). Indigenous peoples economic account, 2022. Cited in CIRBE report",0.4278170764446258,enormous,
c4,An employment gap of 19.9 points for First Nations on reserve is [MASK].,expected,understandable,Employment and Income Disparities,National Indigenous Economic Development Board. (2024). Indigenous Economic Progress Report,0.0596506223082542,unacceptable,
c4,The overqualification of Indigenous workers in several sectors represents a [MASK] waste.,solid,temporary,Employment and Income Disparities,"CIRBE Research Report (2025), Section 7.3, citing OECD (2018)",0.2839617133140564,systemic,
c4,The concentration in micro-enterprises (0-4 employees) limits Indigenous economic growth in a [MASK] way.,different,natural,Employment and Income Disparities,"CIRBE Research Report (2025), Section 4.3",0.1695872098207473,structural,
c4,The ratio of $0.91 for every dollar earned by non-Indigenous people is [MASK] discrimination.,not,minor,Employment and Income Disparities,"Statistics Canada. (2024). Quality of employment among First Nations people living off reserve and Métis, 2022",0.2638990581035614,measurable,
c4,The absence of Indigenous people in high value-added sectors is [MASK] and perpetuates inequalities.,fair,temporary,Employment and Income Disparities,"CIRBE Research Report (2025), Section 7.4",0.0451457984745502,systemic,
c4,The prohibition on using on-reserve property as collateral is a [MASK] barrier to economic development.,major,protective,Access to Capital and Financial Barriers,Indigenous Watchdog. (2022). Lack of access to capital for Indigenous business. https://www.indigenouswatchdog.org,0.2720979452133178,colonial,
c4,The vast majority of Indigenous communities without bank branches represents [MASK] exclusion.,their,geographic,Access to Capital and Financial Barriers,ICTINC. (2023). 11 Challenges for Indigenous Businesses. https://www.ictinc.ca/blog/11-challenges-for-indigenous-businesses,0.0703681781888008,financial,
c4,The four major banks having less than 50 branches on reserve is [MASK].,higher,commercial,Access to Capital and Financial Barriers,"CIRBE Research Report (2025), Section 6.1",0.2814870774745941,discriminatory,
c4,Indigenous entrepreneurs having fewer financial resources and assets suffer from [MASK] injustice.,a,individual,Access to Capital and Financial Barriers,Export Development Canada. (2025). Building trust with Indigenous businesses. https://www.edc.ca,0.1595559567213058,intergenerational,
c4,The absence or poor credit scores caused by banking exclusion creates a [MASK] cycle.,life,normal,Access to Capital and Financial Barriers,ICTINC. (2023). 11 Challenges for Indigenous Businesses,0.0549344234168529,vicious,
c4,"The $99,999 limits for individual entrepreneurs in the Aboriginal Entrepreneurship Program are [MASK].",higher,generous,Access to Capital and Financial Barriers,Indigenous Services Canada. (2024). Aboriginal Entrepreneurship Program: Access to Capital,0.1413909941911697,insufficient,
c4,The loss of 98% of traditional lands destroyed Indigenous economies in a [MASK] way.,different,historical,Access to Capital and Financial Barriers,Royal Commission on Aboriginal Peoples. (1996). Report of the Royal Commission on Aboriginal Peoples,0.249258667230606,permanent,
c4,The prohibition of potlatch and other economic practices from 1884 to 1951 was [MASK].,removed,regulatory,Access to Capital and Financial Barriers,"CIRBE Research Report (2025), Section 3.2",0.0919223055243492,genocidal,
c4,The pass system limiting economic mobility until 1941 was [MASK].,removed,administrative,Access to Capital and Financial Barriers,"CIRBE Research Report (2025), Section 3.2",0.0732142701745033,oppressive,
c4,"The lack of reliable infrastructure (roads, electricity, water) in communities is [MASK] for development.",critical,challenging,Access to Capital and Financial Barriers,ICTINC. (2023). 11 Challenges for Indigenous Businesses,0.0697717890143394,catastrophic,
c4,Inadequate Internet affecting Indigenous e-commerce is a [MASK] barrier.,major,technological,Access to Capital and Financial Barriers,ICTINC. (2023). 11 Challenges for Indigenous Businesses,0.3993082642555237,discriminatory,
c4,Remoteness increasing costs and limiting market access is [MASK] for Indigenous businesses.,important,natural,Access to Capital and Financial Barriers,ICTINC. (2023). 11 Challenges for Indigenous Businesses,0.0629523023962974,penalizing,
c4,Systematic exclusion from Canadian commercial networks is a form of [MASK] discrimination.,aboriginal,social,Access to Capital and Financial Barriers,"CIRBE Research Report (2025), Section 3.2",0.0161815956234931,economic,
c4,Increased complexity of on-reserve commercial transactions is [MASK] and hinders development.,significant,essential,Access to Capital and Financial Barriers,Global Affairs Canada. (2018). Indigenous-Owned Exporting Small and Medium Enterprises,0.115012340247631,discriminatory,Unfav validated via WordNet
c4,The creation of economic dependency through colonial policies was [MASK].,changed,accidental,Access to Capital and Financial Barriers,"CIRBE Research Report (2025), Section 3.2",0.0449839681386947,intentional,
c4,The fact that 46% of off-reserve Indigenous people report experiencing racism is [MASK].,different,anecdotal,Discrimination and Stereotypes,ICTINC. (2023). 11 Challenges for Indigenous Businesses,0.0584743469953537,alarming,
c4,False ideas that Indigenous culture is counter-intuitive to good business strategies are [MASK].,important,outdated,Discrimination and Stereotypes,ICTINC. (2023). 11 Challenges for Indigenous Businesses,0.092380978167057,racist,
c4,The lack of business services in 60+ Indigenous languages is [MASK] exclusion.,very,practical,Discrimination and Stereotypes,"CIRBE Research Report (2025), Section 5.3, citing 2011 Census",0.1628831624984741,systemic,
c4,Negative assumptions when hiring Indigenous people constitute [MASK] discrimination.,any,subtle,Discrimination and Stereotypes,"CIRBE Research Report (2025), Section 7.1",0.0494518615305423,illegal,
c4,Glass ceilings preventing Indigenous professional advancement are [MASK].,different,perceived,Discrimination and Stereotypes,"CIRBE Research Report (2025), Section 7.1",0.0386834442615509,systemic,
c4,Harassment and hostile work environments for Indigenous people are [MASK].,limited,occasional,Discrimination and Stereotypes,"CIRBE Research Report (2025), Section 7.1",0.0515718758106231,intolerable,
c4,Non-recognition of traditional Indigenous skills and knowledge is [MASK].,important,standard,Discrimination and Stereotypes,"CIRBE Research Report (2025), Section 7.3",0.0629609823226928,discriminatory,
c4,The fact that educational benefits don't accumulate equally for Indigenous workers is [MASK].,limited,complex,Discrimination and Stereotypes,OECD. (2018). Indigenous Employment and Skills Strategies in Canada,0.1121318861842155,unfair,
c4,Discrimination affecting access to business networks and mentoring is [MASK] for Indigenous entrepreneurs.,important,limiting,Discrimination and Stereotypes,ICTINC. (2023). 11 Challenges for Indigenous Businesses,0.1533912867307663,devastating,
c4,Structural barriers preventing transition to standard employment are [MASK].,different,temporary,Discrimination and Stereotypes,Lamb & Verma. (2021). Nonstandard Employment and Indigenous Earnings Inequality,0.0742365941405296,systemic,
c4,The $650 billion of potential projects on traditional territories requires [MASK] revenue sharing.,increased,negotiated,Natural Resources and Reconciliation,"ICTINC. (2024), cited in Employment and Social Development Canada (2022)",0.2228933721780777,equitable,
c4,The sharing of 45% of annual forest revenues in B.C. should be [MASK] across Canada.,increased,exceptional,Natural Resources and Reconciliation,Ontario. (2024). Resource revenue sharing. https://www.ontario.ca/page/resource-revenue-sharing,0.0861828178167343,standard,
c4,The proposal for a 50-50 division of resource revenues with sovereign wealth fund is [MASK].,insufficient,excessive,Natural Resources and Reconciliation,Resource Works. (2024). New era for natural resources and reconciliation,0.0446984767913818,transformative,
c4,The 12% participation ($1.1 billion) of Athabasca Indigenous Investments demonstrates [MASK] capacity.,its,emerging,Natural Resources and Reconciliation,RBC. (2025). Building Together: How Indigenous economic reconciliation can fuel Canada's resurgence,0.2998949587345123,exceptional,
c4,Economic reconciliation enabling Indigenous self-determination is [MASK] according to NIEDB.,made,desirable,Natural Resources and Reconciliation,National Indigenous Economic Development Board. (2024). Economic reconciliation enables prosperity...,0.1236572489142417,essential,
c4,Full Indigenous jurisdiction over economic development should be [MASK].,different,negotiated,Natural Resources and Reconciliation,"CIRBE Research Report (2025), Section 10.1",0.0707290470600128,recognized,
c4,Pre-colonization Indigenous economies were [MASK] with innovations in agriculture and science.,provided,simple,Natural Resources and Reconciliation,Bank of Canada. (2022). Citation from Manny Jules on Indigenous innovations,0.075716458261013,sophisticated,
c4,"The more than 75,000 Indigenous businesses in Canada represent a [MASK] sector.",private,marginal,Natural Resources and Reconciliation,Ontario Chamber of Commerce. (2023). The Robust Indigenous Economy,0.2429875582456588,dynamic,
c4,The 107 calls for economic prosperity developed by 20+ organizations constitute a [MASK] plan.,business,ambitious,Natural Resources and Reconciliation,"National Indigenous Economic Development Board. (2022), cited in EDC (2025)",0.2699209451675415,comprehensive,
c4,Private sector engagement per TRC Call 92 should be [MASK] with accountability metrics.,consistent,voluntary,Natural Resources and Reconciliation,"Truth and Reconciliation Commission. (2015). Honouring the Truth, Call to Action 92",0.4148959219455719,mandatory,
c5,"The need for 157,453 new homes in First Nations communities is a [MASK] crisis requiring immediate action.",major,statistical,Housing Crisis and Overcrowding,Assembly of First Nations. (2024). The Housing Gap. https://afn.ca/economy-infrastructure/infrastructure/closing-the-infrastructure-gap/housing/,0.2732339799404144,humanitarian,
c5,"More than 25% of First Nations households living in overcrowded conditions, seven times the non-Indigenous rate, is [MASK].",higher,geographical,Housing Crisis and Overcrowding,Indigenous Watchdog. (2024). Housing. https://www.indigenouswatchdog.org/subcategory/housing/,0.1415824145078659,unacceptable,
c5,The gap between the $4.3 billion promised and the $135.2 billion needed is [MASK] and perpetuates the crisis.,higher,budgetary,Housing Crisis and Overcrowding,"Office of the Auditor General of Canada. (2024, March 19). Report on Housing in First Nations Communities.",0.028187857940793,catastrophic,
c5,The fact that 40% of Inuit in Inuit Nunangat live in overcrowded housing is a [MASK] violation of their rights.,serious,northern,Housing Crisis and Overcrowding,"Statistics Canada. (2022). Housing conditions among First Nations people, Métis and Inuit in Canada from the 2021 Census. https://www12.statcan.gc.ca/census-recensement/2021/as-sa/98-200-X/2021007/98-200-X2021007-eng.cfm",0.0330511629581451,flagrant,
c5,The fact that 16.4% of Indigenous peoples live in housing requiring major repairs is [MASK].,significant,understandable,Housing Crisis and Overcrowding,"Statistics Canada. (2022). Housing conditions among First Nations people, Métis and Inuit in Canada from the 2021 Census.",0.069511204957962,alarming,
c5,Communities with the worst conditions receiving less funding than better-off ones is [MASK].,higher,administrative,Housing Crisis and Overcrowding,"Office of the Auditor General of Canada. (2024, March 19). Report on Housing in First Nations Communities.",0.1167882680892944,discriminatory,
c5,The $350 billion need identified by the AFN to close the gap by 2030 is [MASK].,expected,unrealistic,Housing Crisis and Overcrowding,"CIRBE Research Report updated (2025), Section 3.2, citing Assembly of First Nations",0.0277897212654352,justified,
c5,The absence of quiet space for homework in overcrowded housing affecting academic performance is [MASK].,serious,secondary,Housing Crisis and Overcrowding,"CIRBE Research Report updated (2025), Section 4.1, Impact of overcrowding",0.1720715463161468,devastating,
c5,A 9-year wait for housing like Stefania Giesbrecht's in Saugeen is [MASK].,there,procedural,Housing Crisis and Overcrowding,"CBC News. (2023, August 19). Federal underfunding of Indigenous housing leads to years-long wait-lists, frustration. https://www.cbc.ca/news/politics/indigenous-housing-difficulties-federal-government-funding-1.6941549",0.1794832646846771,inhumane,
c5,The inability to own one's home on reserve preventing intergenerational wealth accumulation is [MASK].,limited,legal,Housing Crisis and Overcrowding,Fraser Institute. (2024). Homeownership critical to solving Indigenous housing crisis. https://www.fraserinstitute.org/article/homeownership-critical-to-solving-indigenous-housing-crisis,0.0439978390932083,unfair,
c5,The fact that barriers to ownership encourage youth to leave their communities is [MASK] for the future.,dangerous,natural,Housing Crisis and Overcrowding,"CIRBE Research Report updated (2025), Section 3.3, Legal barriers to ownership",0.0308437794446945,destructive,
c5,The impact of overcrowding on the mental health of generations of Indigenous people is [MASK].,serious,difficult,Housing Crisis and Overcrowding,Indigenous Peoples Atlas of Canada. (2024). Housing. https://indigenouspeoplesatlasofcanada.ca/article/housing/,0.3829965591430664,traumatic,
c5,The $4 billion over 7 years representing less than $100 per Indigenous person per year is [MASK].,expected,calculated,Housing Crisis and Overcrowding,"Canada. (2024). Budget 2024, calculation based on 1.8 million Indigenous people",0.070851594209671,insulting,
c5,Families waiting for multiple generations for adequate housing suffer a [MASK] injustice.,little,unfortunate,Housing Crisis and Overcrowding,"CIRBE Research Report updated (2025), Section 4.4, Wait lists",0.2853832840919494,systemic,
c5,The statement 'It's like we have to be beggars in our own country' captures a [MASK] reality.,sad,emotional,Housing Crisis and Overcrowding,"CIRBE Research Report updated (2025), Section 10.1, citing Conrad Ritchie, Saugeen band councillor",0.1526708006858825,colonial,
c5,The 31 long-term boil water advisories in 29 communities constitute a [MASK] violation of human rights.,direct,technical,Water and Sanitation Infrastructure,Canada. (2024). Ending long-term drinking water advisories. Indigenous Services Canada. https://www.sac-isc.gc.ca/eng/1506514143353/1533317130660,0.1650290787220001,flagrant,
c5,"Neskantaga under boil water advisory since 1995, forcing people to boil their water for 30 years, is [MASK].",up,complex,Water and Sanitation Infrastructure,Human Rights Watch. (2016). Make it Safe: Canada's Obligation to End the First Nations Water Crisis. https://www.hrw.org/report/2016/06/07/make-it-safe/canadas-obligation-end-first-nations-water-crisis,0.041378453373909,criminal,
c5,"The presence of E. coli, carcinogenic trihalomethanes and uranium in drinking water is [MASK] for health.",essential,concerning,Water and Sanitation Infrastructure,"CIRBE Research Report updated (2025), Section 5.1, Health impact",0.0728874430060386,catastrophic,
c5,The $138 million per year deficit for water system maintenance is [MASK] and endangers lives.,increasing,identified,Water and Sanitation Infrastructure,"CIRBE Research Report updated (2025), Section 5.1, citing Parliamentary Budget Officer",0.1034824699163436,unacceptable,
c5,The UN Special Rapporteur calling the water crisis a human rights violation confirms it is [MASK].,unacceptable,recognized,Water and Sanitation Infrastructure,UN Special Rapporteur on the Rights of Indigenous Peoples. (2023). Report on Canada. UN Doc A/HRC/42/37/Add.1,0.0772235691547393,intolerable,
c5,Sanitation infrastructure deficiencies creating overflowing septic tanks are [MASK] in the 21st century.,built,rural,Water and Sanitation Infrastructure,"CIRBE Research Report updated (2025), Section 5.2, Sewage and sanitation systems",0.1673803329467773,intolerable,
c5,Having lifted 147 advisories since 2015 while leaving 31 active demonstrates [MASK] progress.,our,notable,Water and Sanitation Infrastructure,Canada. (2024). Ending long-term drinking water advisories. Indigenous Services Canada.,0.2460216134786605,insufficient,
c5,The impact of failing sanitation systems on traditional lands is [MASK] for future generations.,also,environmental,Water and Sanitation Infrastructure,"CIRBE Research Report updated (2025), Section 5.2, Environmental impact",0.0877276435494422,devastating,
c5,Gastrointestinal infections and cancer risks from contaminated water are [MASK] and preventable.,serious,medical,Water and Sanitation Infrastructure,"CIRBE Research Report updated (2025), Section 5.1, Health impact",0.3109799325466156,deadly,
c5,Repeated failure to eliminate all boil water advisories despite promises is [MASK].,limited,disappointing,Water and Sanitation Infrastructure,"The Council of Canadians. (2019, November 13). Safe Water for First Nations. https://canadians.org/fn-water/",0.0639072805643081,inexcusable,
c5,Nearly half of on-reserve homes containing mold at dangerous levels is [MASK].,dangerous,climatic,Mold and Housing Conditions,Indigenous Services Canada. (2024). Mould and your health in First Nations communities. https://www.sac-isc.gc.ca/eng/1582657493726/1582657520276,0.1258136183023452,alarming,
c5,High rates of respiratory diseases caused by mold in Indigenous housing are [MASK].,different,endemic,Mold and Housing Conditions,"Kovesi, T., et al. (2022). Housing conditions and respiratory morbidity in Indigenous children. CMAJ, 194(3), E80-E88",0.145906388759613,preventable,
c5,The fact that 42.2% of homes show moisture damage is [MASK] for a developed country.,required,regional,Mold and Housing Conditions,"CIRBE Research Report updated (2025), Section 4.2, citing 2018 Canadian Housing Survey",0.0783692374825477,shameful,
c5,"Leaking roofs, broken windows and inadequate insulation on reserves are [MASK].",different,repairable,Mold and Housing Conditions,"CIRBE Research Report updated (2025), Section 4.2, Failing infrastructure",0.1231752038002014,unacceptable,
c5,Insufficient use of ventilation systems contributing to disease spread is [MASK].,serious,technical,Mold and Housing Conditions,"Rennie, D.C., et al. (2021). Associations between Housing Factors and Respiratory Symptoms. International Journal of Environmental Research and Public Health, 18(8), 3744",0.1114606633782386,dangerous,
c5,Applying construction standards unsuited to northern realities is [MASK] and perpetuates problems.,serious,standard,Mold and Housing Conditions,CMHC. (2024). Mould in Housing. https://www.cmhc-schl.gc.ca/professionals/industry-innovation-and-leadership/industry-expertise/indigenous-housing,0.0293584819883108,colonial,
c5,Defective heating systems in northern climates endangering lives are [MASK].,different,aging,Mold and Housing Conditions,"CIRBE Research Report updated (2025), Section 4.2, Failing infrastructure",0.1787081956863403,deadly,
c5,Indigenous housing conditions being worse than 95% of Canadians is [MASK].,higher,statistical,Mold and Housing Conditions,"Statistics Canada. (2022). Comparative analysis of housing conditions, 2021 Census",0.2872861623764038,discriminatory,
c5,Indigenous children's exposure to mold affecting their development is [MASK].,serious,documented,Mold and Housing Conditions,"Optis, M., et al. (2012). Mold growth in on-reserve homes in Canada. Journal of Environmental Health, 74(6), 14-21",0.0617623813450336,tragic,
c5,Exponential health costs caused by poor housing conditions are [MASK] long-term.,very,increasing,Mold and Housing Conditions,Parliamentary Budget Officer. (2023). Analysis of health costs related to inadequate housing,0.2445437610149383,unsustainable,
c5,Infrastructure damage from accelerated permafrost thaw is [MASK] for northern communities.,huge,rising,Climate Change and Infrastructure,Firelight Group & Canadian Climate Institute. (2024). The Impacts of Permafrost Thaw on Northern Indigenous Communities. https://climateinstitute.ca/reports/the-impacts-of-permafrost-thaw-on-northern-indigenous-communities/,0.0373250059783458,catastrophic,Unfav validated via WordNet
c5,'The biggest impact... is the displacement of my home' testifies to a [MASK] crisis not covered by insurance.,particular,personal,Climate Change and Infrastructure,"CIRBE Research Report updated (2025), Section 6.1, quote from affected resident",0.1669164001941681,existential,
c5,Near-annual evacuations of Kashechewan since 1957 constitute [MASK] trauma.,some,seasonal,Climate Change and Infrastructure,"Indigenous Climate Hub. (2020, October 2). Climate Change on Community Infrastructure. https://indigenousclimatehub.ca/climate-change-on-community-infrastructure/",0.0785844549536705,systemic,
c5,Over 42% of wildfire evacuations affecting predominantly Indigenous communities is [MASK].,different,geographical,Climate Change and Infrastructure,"National Observer. (2023, June 2). Extreme weather exposes 'infrastructure gap' in Canadian communities. https://www.nationalobserver.com/2023/06/02/news/extreme-weather-climate-change-exposes-infrastructure-gap-communities",0.0402855984866619,disproportionate,
c5,Construction standards not accounting for climate acceleration are [MASK] and dangerous.,serious,evolving,Climate Change and Infrastructure,"Standards Council of Canada. (2024, May 21). Building in permafrost. https://www.scc.ca/en/nisi/building-in-permafrost",0.1198102012276649,obsolete,
c5,"'The pavement... melts what's underneath, then collapses' describes [MASK] infrastructure.",other,northern,Climate Change and Infrastructure,"CIRBE Research Report updated (2025), Section 6.1, Transportation infrastructure",0.100864939391613,inadequate,
c5,Airstrips compromised by thaw isolating entire communities are [MASK].,different,affected,Climate Change and Infrastructure,Northwest Territories. (2024). State Permafrost. https://www.gov.nt.ca/ecc/en/services/nwt-state-environment-report/13-state-permafrost,0.159317135810852,critical,
